source,target
248011789,249297633
248011789,249307708
248011789,249416744
248011789,249517605
248011789,249625010
248011789,249724886
248011789,250063763
248011789,250117907
248011789,250515392
248011789,250563122
248011789,252115834
248011789,252291993
248011789,252686166
248011789,254746649
248011789,254774774
248011789,255134445
248011789,255530194
248011789,255795319
248011789,255864537
248011789,256003989
248011789,256116266
248011789,256144571
248011789,256545027
248011789,256552709
248011789,257133677
248011789,257144306
248011789,257213775
248011789,257743981
248011789,257990189
248011789,258320315
248011789,259477513
248011789,260426300
248011789,260468552
248011789,260934918
248011789,261238570
248011789,264140183
248011789,264939792
248011789,269891958
249335403,246644666
249335403,247343534
249335403,248827495
249335403,249364615
249335403,250587770
249335403,250892853
249335403,253490476
249335403,254006834
249335403,257251688
249335403,265381497
250420736,229650908
250420736,240254169
250420736,241051549
250420736,242375305
250420736,243510131
250420736,245187389
250420736,246944616
250420736,247050698
250420736,247058280
250420736,247532272
250420736,247687396
250420736,247692986
250420736,247741752
250420736,247782984
250420736,247905511
250420736,248509168
250420736,248580981
250420736,248807234
250420736,248863097
250420736,249070192
250420736,249131817
250420736,249316351
250420736,249427326
250420736,249619595
250420736,249666963
250420736,249684994
250420736,249903950
250420736,250119367
250420736,250571688
250420736,250796390
250420736,250913993
250420736,251166081
250420736,251800111
250420736,252471555
250420736,253171910
250420736,253346194
250420736,253491194
250420736,254273384
250420736,254797371
250420736,255185735
250420736,255810430
250420736,255962548
250420736,256728512
250420736,257246158
250420736,257627870
250420736,262378882
250420736,264090930
250420736,264338047
250420736,270275677
250420736,272212762
250420736,308021024
250420736,511637278
249903950,237404014
249903950,239468052
249903950,240254169
249903950,241051549
249903950,242375305
249903950,243510131
249903950,246859345
249903950,246907310
249903950,247012616
249903950,247050698
249903950,247058280
249903950,247532272
249903950,247687396
249903950,247741752
249903950,247742879
249903950,247782984
249903950,247905511
249903950,248303022
249903950,248509168
249903950,248580981
249903950,248807234
249903950,248863097
249903950,249070192
249903950,249304244
249903950,249316351
249903950,249427326
249903950,249619595
249903950,249684994
249903950,250119367
249903950,250420736
249903950,250505225
249903950,250796390
249903950,250913993
249903950,250959001
249903950,251166081
249903950,251800111
249903950,251929231
249903950,252471555
249903950,253171910
249903950,253346194
249903950,253491194
249903950,254273384
249903950,254797371
249903950,255185735
249903950,255810430
249903950,255962548
249903950,256728512
249903950,257246158
249903950,257627870
249903950,260462318
249903950,262378882
249903950,264090930
249903950,264338047
249903950,266255265
249903950,269289131
249903950,272212762
249903950,308021024
249903950,511637278
250119704,228369422
250119704,230791143
250119704,238361138
250119704,241476604
250119704,244202951
250119704,246646168
250119704,247012222
250119704,247021444
250119704,247343534
250119704,249229346
250119704,249517605
250119704,249724886
250119704,251826399
250119704,254765663
250119704,255795319
250119704,256116266
250119704,256412698
250119704,259599604
250119704,261238570
250119704,264554945
250119704,270071487
250119704,272671624
250119704,282740974
250119704,293935427
250119704,321560289
250119704,401297448
250119704,402009834
742441956,239519575
742441956,241476604
742441956,243800930
742441956,246628705
742441956,247021444
742441956,247094058
742441956,247784678
742441956,248461834
742441956,248503706
742441956,248584290
742441956,248641854
742441956,248697665
742441956,248751507
742441956,248785676
742441956,248934946
742441956,248936103
742441956,248974781
742441956,248991163
742441956,248992475
742441956,249064584
742441956,249074102
742441956,249297633
742441956,249416744
742441956,249613315
742441956,249724886
742441956,249807139
742441956,250063763
742441956,250093469
742441956,250117907
742441956,250371403
742441956,250515392
742441956,250563122
742441956,250775240
742441956,251827083
742441956,252043775
742441956,252798943
742441956,252838430
742441956,252962978
742441956,253246330
742441956,254633801
742441956,254774774
742441956,254777668
742441956,255013763
742441956,255024896
742441956,255034822
742441956,255357012
742441956,255530194
742441956,255654005
742441956,255718312
742441956,255795319
742441956,255866713
742441956,255966984
742441956,257133677
742441956,257144306
742441956,257200351
742441956,257233916
742441956,257743981
742441956,258320315
742441956,260468552
742441956,263552533
742441956,264939792
742441956,269891958
249304244,237404014
249304244,239468052
249304244,240254169
249304244,241051549
249304244,241869032
249304244,242375305
249304244,243510131
249304244,245187389
249304244,246572384
249304244,246669723
249304244,246859345
249304244,246907310
249304244,246944616
249304244,247012616
249304244,247050698
249304244,247058280
249304244,247532272
249304244,247687396
249304244,247692986
249304244,247741752
249304244,247905511
249304244,248303022
249304244,248345599
249304244,248509168
249304244,248580981
249304244,248745357
249304244,248863097
249304244,248868945
249304244,249053838
249304244,249070192
249304244,249281235
249304244,249316351
249304244,249427326
249304244,249666963
249304244,249684994
249304244,249903950
249304244,249918688
249304244,250030329
249304244,250119367
249304244,250395885
249304244,250434024
249304244,250505225
249304244,250546516
249304244,250571688
249304244,250796390
249304244,250913993
249304244,251166081
249304244,251621206
249304244,251800111
249304244,252471555
249304244,253346194
249304244,253491194
249304244,253940404
249304244,255172793
249304244,255185735
249304244,255962548
249304244,256728512
249304244,257246158
249304244,257627870
249304244,259794942
249304244,260462318
249304244,264090930
249304244,511637278
252389234,231045185
252389234,247904072
252389234,249131817
252389234,250371403
252389234,255195989
252389234,255829149
264338047,239468052
264338047,240254169
264338047,242375305
264338047,243510131
264338047,245187389
264338047,246859345
264338047,247050698
264338047,247058280
264338047,247532272
264338047,247687396
264338047,247741752
264338047,247782984
264338047,247905511
264338047,248303022
264338047,248807234
264338047,248863097
264338047,249053838
264338047,249070192
264338047,249316351
264338047,249427326
264338047,249619595
264338047,249684994
264338047,249903950
264338047,250119367
264338047,250420736
264338047,250505225
264338047,250796390
264338047,250913993
264338047,251166081
264338047,251800111
264338047,251929231
264338047,252471555
264338047,253171910
264338047,253346194
264338047,253349452
264338047,253491194
264338047,254273384
264338047,254797371
264338047,255810430
264338047,255962548
264338047,256728512
264338047,257246158
264338047,257627870
264338047,262378882
264338047,264460783
264338047,269289131
264338047,270275677
264338047,272212762
264338047,308021024
264338047,511637278
244407929,228369422
244407929,230791143
244407929,239244883
244407929,242919331
244407929,244202951
244407929,244738337
244407929,246646168
244407929,247155925
244407929,247363269
244407929,248345599
244407929,248641773
244407929,248751507
244407929,248815657
244407929,248991163
244407929,249189515
244407929,249288832
244407929,249352656
244407929,249724886
244407929,249807139
244407929,250064309
244407929,250491624
244407929,250515392
244407929,250627924
244407929,251827083
244407929,252115834
244407929,252256293
244407929,255795319
244407929,256116266
244407929,256144571
244407929,256362274
244407929,256412698
244407929,257144306
244407929,258201866
244407929,259599604
244407929,260426300
244407929,260468552
244407929,263442211
244407929,269891958
244407929,270071487
244407929,271013185
244407929,273907217
244407929,274029108
244407929,274916536
244407929,282624988
244407929,284768045
244407929,298384831
244407929,300799382
244407929,330251182
244407929,399814570
244407929,401297448
257627870,229650908
257627870,240254169
257627870,241051549
257627870,242375305
257627870,243510131
257627870,245187389
257627870,246669723
257627870,246907310
257627870,246944616
257627870,247050698
257627870,247058280
257627870,247532272
257627870,247687396
257627870,247741752
257627870,247782984
257627870,247905511
257627870,248509168
257627870,248580981
257627870,248745357
257627870,248807234
257627870,249053838
257627870,249304244
257627870,249619595
257627870,249684994
257627870,249903950
257627870,250030329
257627870,250119367
257627870,250395885
257627870,250420736
257627870,250546516
257627870,250913993
257627870,251166081
257627870,251800111
257627870,252471555
257627870,253171910
257627870,253491194
257627870,254797371
257627870,255172793
257627870,255810430
257627870,255962548
257627870,256728512
257627870,257246158
257627870,262378882
257627870,264090930
257627870,264338047
257627870,270275677
257627870,272212762
257627870,308021024
270904332,228369422
270904332,228832818
270904332,230791143
270904332,234592300
270904332,238361138
270904332,239468052
270904332,240642296
270904332,246770806
270904332,246819832
270904332,248503706
270904332,248641854
270904332,248844309
270904332,249189515
270904332,249517605
270904332,249868451
270904332,249891369
270904332,250371403
270904332,251827083
270904332,252115834
270904332,254765663
270904332,255134445
270904332,255357012
270904332,256362274
270904332,258320315
270904332,260468552
270904332,260934918
270904332,261018444
270904332,262894289
270904332,263141456
270904332,264481248
270904332,265074229
270904332,269687407
270904332,270071487
270904332,272671624
270904332,272674167
270904332,274916536
270904332,278370238
270904332,278793624
270904332,279704057
270904332,282391634
270904332,283532605
270904332,284738893
270904332,284768045
270904332,285703047
270904332,292278108
270904332,293935427
270904332,298384831
270904332,299629449
270904332,300278917
270904332,301586130
270904332,304065379
270904332,313857919
270904332,319130594
270904332,321560289
270904332,325063626
270904332,327199842
270904332,327720325
270904332,328110031
270904332,331202904
270904332,331579172
270904332,339030319
270904332,339543110
270904332,342470475
270904332,364053127
270904332,393723421
270904332,402009834
250796390,229650908
250796390,240254169
250796390,242375305
250796390,243510131
250796390,247050698
250796390,247058280
250796390,247532272
250796390,247687396
250796390,247741752
250796390,247782984
250796390,247905511
250796390,248509168
250796390,248580981
250796390,248807234
250796390,248863097
250796390,249070192
250796390,249304244
250796390,249316351
250796390,249427326
250796390,249619595
250796390,249684994
250796390,249903950
250796390,250119367
250796390,250420736
250796390,250913993
250796390,250959001
250796390,251166081
250796390,251800111
250796390,251929231
250796390,252471555
250796390,253171910
250796390,253346194
250796390,253491194
250796390,254273384
250796390,254797371
250796390,255185735
250796390,255810430
250796390,255962548
250796390,256728512
250796390,257246158
250796390,262378882
250796390,264338047
250796390,270275677
250796390,272212762
250796390,308021024
256552709,228369422
256552709,230791143
256552709,230887228
256552709,236733353
256552709,240384962
256552709,242015347
256552709,247021444
256552709,247155925
256552709,247379245
256552709,247695944
256552709,247969870
256552709,248011789
256552709,248503706
256552709,248584290
256552709,248641773
256552709,248641775
256552709,248680452
256552709,248690799
256552709,248697665
256552709,248815657
256552709,248934946
256552709,248936103
256552709,248974781
256552709,249064584
256552709,249229346
256552709,249307708
256552709,249416744
256552709,249517605
256552709,249724886
256552709,250063763
256552709,250093469
256552709,250117907
256552709,250119367
256552709,250425446
256552709,250563122
256552709,252115834
256552709,252686166
256552709,254728454
256552709,254746649
256552709,255134445
256552709,255795319
256552709,255864537
256552709,255951579
256552709,256003989
256552709,256144571
256552709,256412698
256552709,257133677
256552709,257144306
256552709,257200351
256552709,260426300
256552709,260468552
256552709,264140183
256552709,264939792
256552709,269687407
256552709,272275476
256552709,274029108
256552709,300278917
256552709,357082514
256552709,395791516
331202904,228208334
331202904,228369422
331202904,240642296
331202904,242015347
331202904,248974781
331202904,249493144
331202904,249724886
331202904,249868451
331202904,249891369
331202904,250093469
331202904,252115834
331202904,254765663
331202904,256362274
331202904,258201866
331202904,261018444
331202904,262894289
331202904,263141456
331202904,264481248
331202904,265074229
331202904,267221723
331202904,270071487
331202904,270904332
331202904,278793624
331202904,279704057
331202904,284361340
331202904,284738893
331202904,284768045
331202904,285703047
331202904,292278108
331202904,295769438
331202904,298655395
331202904,299629449
331202904,300278917
331202904,301586130
331202904,313857919
331202904,327720325
331202904,328110031
331202904,331579172
331202904,339030319
331202904,339543110
331202904,364053127
331202904,388491945
331202904,393723421
331202904,395791516
331202904,399154612
331202904,399814570
331202904,402009834
331202904,704477301
272671624,230791143
272671624,234592300
272671624,236733353
272671624,238361138
272671624,240384962
272671624,240465182
272671624,240642296
272671624,242015347
272671624,246646168
272671624,247094058
272671624,248503706
272671624,248641854
272671624,248735941
272671624,248974781
272671624,249074102
272671624,249076546
272671624,249189515
272671624,249229346
272671624,249493144
272671624,249868451
272671624,249891369
272671624,250063763
272671624,250093469
272671624,250117907
272671624,250119704
272671624,250563122
272671624,252115834
272671624,252798943
272671624,252962978
272671624,254765663
272671624,254957536
272671624,255718312
272671624,255795319
272671624,256116266
272671624,256362274
272671624,256412698
272671624,260468552
272671624,261018444
272671624,262286563
272671624,262894289
272671624,264481248
272671624,264939792
272671624,265074229
272671624,266170854
272671624,267221723
272671624,267935407
272671624,269434628
272671624,269687407
272671624,270071487
272671624,270904332
272671624,274029108
272671624,274916536
272671624,278793624
272671624,279704057
272671624,280500208
272671624,281342918
272671624,282391634
272671624,282768986
272671624,283532605
272671624,283546090
272671624,284361340
272671624,284738893
272671624,284768045
272671624,285002430
272671624,285654036
272671624,285703047
272671624,285876252
272671624,286292453
272671624,289443301
272671624,292278108
272671624,293935427
272671624,294800764
272671624,295769438
272671624,296497629
272671624,298120192
272671624,298655395
272671624,299629449
272671624,299710120
272671624,300278917
272671624,300799382
272671624,304065379
272671624,313857919
272671624,321560289
272671624,327199842
272671624,327720325
272671624,328110031
272671624,330251182
272671624,331579172
272671624,335322583
272671624,339030319
272671624,339543110
272671624,364053127
272671624,393723421
272671624,395791516
272671624,399154612
272671624,399814570
272671624,454340419
251663342,244946762
251663342,247482539
251663342,248215026
251663342,249427326
251663342,250065922
251663342,250808144
251663342,258041452
251663342,259867913
251663342,260930079
251663342,266651130
281725666,234914653
281725666,244572702
281725666,246699205
281725666,248783106
281725666,248865652
281725666,249013891
281725666,249038529
281725666,249138193
281725666,249218805
281725666,249221552
281725666,249309064
281725666,249871540
281725666,250061143
281725666,250342500
281725666,250475004
281725666,250532866
281725666,250651632
281725666,251213166
281725666,252317066
281725666,253838085
281725666,255422830
281725666,256506708
281725666,256569171
281725666,258290226
281725666,258633907
281725666,258872131
281725666,268938602
281725666,271768296
281725666,277100871
281725666,277842490
255661202,229650908
255661202,237404014
255661202,247058280
255661202,247741752
255661202,248863097
255661202,252870120
255661202,253346194
255661202,253491194
255661202,256251043
255661202,298092227
249013891,234914653
249013891,244572702
249013891,246699205
249013891,248783106
249013891,248865652
249013891,249038529
249013891,249138193
249013891,249218805
249013891,249221552
249013891,249309064
249013891,249871540
249013891,250061143
249013891,250342500
249013891,250475004
249013891,250532866
249013891,250651632
249013891,251213166
249013891,252317066
249013891,253838085
249013891,255422830
249013891,256506708
249013891,256569171
249013891,258290226
249013891,258633907
249013891,258872131
249013891,263201505
249013891,266775694
249013891,268938602
249013891,271768296
249013891,277100871
249013891,277842490
249013891,281725666
364530592,249218805
255951579,221514514
255951579,228369422
255951579,230132436
255951579,230285081
255951579,230791143
255951579,230796876
255951579,231045185
255951579,232046980
255951579,232287849
255951579,234592300
255951579,235618205
255951579,236187380
255951579,239519575
255951579,240384962
255951579,241476604
255951579,242015347
255951579,244738337
255951579,247021444
255951579,247094058
255951579,247343534
255951579,247695944
255951579,247784678
255951579,248101721
255951579,248365647
255951579,248461834
255951579,248584290
255951579,248635525
255951579,248641773
255951579,248641854
255951579,248690799
255951579,248697665
255951579,248751507
255951579,248785676
255951579,248815657
255951579,248934946
255951579,248936103
255951579,248974781
255951579,248991163
255951579,248992475
255951579,249070874
255951579,249227534
255951579,249416744
255951579,249493144
255951579,249613315
255951579,249625010
255951579,249724886
255951579,249807139
255951579,250024556
255951579,250063763
255951579,250093469
255951579,250117907
255951579,250119367
255951579,250347638
255951579,250371403
255951579,250425446
255951579,250563122
255951579,251827083
255951579,252043775
255951579,252115834
255951579,252291993
255951579,252798943
255951579,252838430
255951579,252962978
255951579,253246330
255951579,254127206
255951579,254129191
255951579,254633801
255951579,254666319
255951579,254728454
255951579,254746649
255951579,254777668
255951579,254957536
255951579,255013763
255951579,255034822
255951579,255357012
255951579,255530194
255951579,255654005
255951579,255718312
255951579,255770124
255951579,255795319
255951579,255864537
255951579,255866713
255951579,255966984
255951579,256116266
255951579,256161491
255951579,256317004
255951579,256545027
255951579,256552709
255951579,257144306
255951579,257200351
255951579,257213775
255951579,257233916
255951579,257669610
255951579,257743981
255951579,258320315
255951579,258321585
255951579,260468552
255951579,261238570
255951579,263552533
255951579,264140183
255951579,264939792
255951579,265762499
255951579,266936467
255951579,269891958
255951579,274029108
255951579,280538173
255951579,285654036
255951579,289443301
255951579,292278108
255951579,294800764
255951579,299710120
255951579,300278917
255951579,300799382
255951579,330251182
255951579,357082514
230715731,224078741
230715731,224953531
230715731,225267736
230715731,228208334
230715731,228369422
230715731,229166304
230715731,230511443
230715731,231689140
230715731,234141046
230715731,234783599
230715731,246704384
230715731,246819832
230715731,247363269
230715731,247627297
230715731,248020834
230715731,248634053
230715731,248635525
230715731,249288832
230715731,249400408
230715731,249930138
230715731,256412698
230715731,259986092
230715731,260934918
230715731,269687407
254273384,240254169
254273384,243510131
254273384,247050698
254273384,247058280
254273384,247687396
254273384,247692986
254273384,247741752
254273384,247782984
254273384,247905511
254273384,248807234
254273384,248863097
254273384,249070192
254273384,249316351
254273384,249427326
254273384,249619595
254273384,249666963
254273384,249684994
254273384,249903950
254273384,250420736
254273384,250796390
254273384,250913993
254273384,251166081
254273384,251800111
254273384,251929231
254273384,252471555
254273384,253171910
254273384,253346194
254273384,253491194
254273384,254797371
254273384,255810430
254273384,255962548
254273384,256728512
254273384,257246158
254273384,262378882
254273384,264090930
254273384,264338047
254273384,269289131
254273384,270275677
254273384,272212762
254273384,308021024
246770806,249868451
246770806,252115834
246770806,264481248
246770806,270071487
246770806,270904332
246770806,278370238
246770806,279704057
246770806,325063626
250395885,237404014
250395885,241051549
250395885,242375305
250395885,244738337
250395885,244864534
250395885,245187389
250395885,246572384
250395885,246907310
250395885,247012616
250395885,247692986
250395885,247742879
250395885,248303022
250395885,248513633
250395885,248807234
250395885,249070192
250395885,249281235
250395885,249304244
250395885,249918688
250395885,250434024
250395885,250546516
250395885,250571688
250395885,251621206
250395885,251662562
250395885,252038007
250395885,252838430
250395885,252870120
250395885,253346194
250395885,253940404
250395885,255172793
250395885,255185735
250395885,256251043
250395885,257627870
250395885,259366061
250395885,259794942
250395885,260462318
250395885,264090930
250395885,266255265
249076546,230791143
249076546,234592300
249076546,239244883
249076546,240465182
249076546,240642296
249076546,247094058
249076546,247343534
249076546,248503706
249076546,248641854
249076546,249189515
249076546,249229346
249076546,249891369
249076546,250063763
249076546,250093469
249076546,250117907
249076546,250563122
249076546,252115834
249076546,253490476
249076546,255795319
249076546,256362274
249076546,260468552
249076546,262286563
249076546,262894289
249076546,263141456
249076546,263442211
249076546,264939792
249076546,265074229
249076546,265910799
249076546,267221723
249076546,267935407
249076546,269434628
249076546,272671624
249076546,274916536
249076546,278427923
249076546,278793624
249076546,279704057
249076546,280500208
249076546,281342918
249076546,282391634
249076546,282768986
249076546,283532605
249076546,283546090
249076546,284361340
249076546,284738893
249076546,284768045
249076546,285002430
249076546,285654036
249076546,285703047
249076546,285876252
249076546,286292453
249076546,289443301
249076546,292278108
249076546,294800764
249076546,295769438
249076546,296497629
249076546,298120192
249076546,298655395
249076546,299710120
249076546,300278917
249076546,300799382
249076546,304065379
249076546,319130594
249076546,321560289
249076546,327199842
249076546,330251182
249076546,335322583
249076546,339543110
249076546,395791516
250014152,244458777
250014152,247904072
250014152,249131817
250014152,250347638
250014152,250371403
250014152,255195989
250014152,255429185
250014152,260468552
248641773,99018466
248641773,221514514
248641773,228208334
248641773,228821838
248641773,229695214
248641773,230285081
248641773,230791143
248641773,230796876
248641773,230887228
248641773,232046980
248641773,234592300
248641773,235521405
248641773,235662350
248641773,236733353
248641773,239519575
248641773,240384962
248641773,241476604
248641773,242015347
248641773,243800930
248641773,244407929
248641773,244738337
248641773,246628705
248641773,246646168
248641773,247094058
248641773,247155925
248641773,247784678
248641773,247969870
248641773,248011789
248641773,248365647
248641773,248461834
248641773,248503706
248641773,248584290
248641773,248641775
248641773,248641854
248641773,248680452
248641773,248697665
248641773,248751507
248641773,248785676
248641773,248815657
248641773,248928768
248641773,248934946
248641773,248936103
248641773,248974781
248641773,248992475
248641773,249001355
248641773,249070874
248641773,249074102
248641773,249189515
248641773,249229346
248641773,249297633
248641773,249307708
248641773,249416744
248641773,249613315
248641773,249724886
248641773,249759978
248641773,249972050
248641773,250093469
248641773,250117907
248641773,250119367
248641773,250347638
248641773,250371403
248641773,250425446
248641773,250491624
248641773,250515392
248641773,250563122
248641773,250775240
248641773,251827083
248641773,252043775
248641773,252115834
248641773,252291993
248641773,252788470
248641773,252838430
248641773,253246330
248641773,254127206
248641773,254129191
248641773,254633801
248641773,254666319
248641773,254728454
248641773,254746649
248641773,254777668
248641773,254957536
248641773,255013763
248641773,255034822
248641773,255357012
248641773,255530194
248641773,255654005
248641773,255718312
248641773,255770124
248641773,255795319
248641773,255863452
248641773,255864537
248641773,255866713
248641773,255951579
248641773,255966984
248641773,256003989
248641773,256116266
248641773,256317004
248641773,256412698
248641773,256545027
248641773,256552709
248641773,256669853
248641773,257133677
248641773,257144306
248641773,257200351
248641773,257213775
248641773,257233916
248641773,257669610
248641773,257743981
248641773,257990189
248641773,259477513
248641773,259837959
248641773,260468552
248641773,261004859
248641773,261238570
248641773,262286563
248641773,262416174
248641773,263552533
248641773,264939792
248641773,265074229
248641773,265762499
248641773,266936467
248641773,269891958
248641773,274029108
248641773,280538173
248641773,285654036
248641773,292278108
248641773,294800764
248641773,298120192
248641773,299710120
248641773,300278917
248641773,300799382
248641773,320719843
248641773,324554433
248641773,327199842
248641773,330251182
248641773,353816906
248641773,357082514
248641773,704477301
248641773,728954673
261952321,246644666
261952321,246994151
261952321,248827495
261952321,249364615
261952321,249530752
261952321,250587770
261952321,250892853
261952321,252515212
261952321,253490476
261952321,254006834
261952321,254774774
261952321,257251688
261952321,265381497
261952321,270187075
261952321,279105727
249038529,234914653
249038529,244572702
249038529,246699205
249038529,248783106
249038529,248865652
249038529,249013891
249038529,249138193
249038529,249218805
249038529,249221552
249038529,249309064
249038529,249871540
249038529,250061143
249038529,250342500
249038529,250475004
249038529,250532866
249038529,250651632
249038529,252317066
249038529,253346194
249038529,253838085
249038529,255422830
249038529,256506708
249038529,258290226
249038529,258633907
249038529,258872131
249038529,263201505
249038529,266775694
249038529,268938602
249038529,271768296
249038529,277100871
249038529,277842490
249038529,281725666
249038529,326789791
246646168,228369422
246646168,230132436
246646168,230796876
246646168,236733353
246646168,238361138
246646168,239519575
246646168,242919331
246646168,244202951
246646168,244407929
246646168,244738337
246646168,246619461
246646168,247343534
246646168,247379245
246646168,247784678
246646168,248011789
246646168,248020834
246646168,248215026
246646168,248345599
246646168,248503706
246646168,248584290
246646168,248641773
246646168,248641775
246646168,248680452
246646168,248696907
246646168,248751507
246646168,248974781
246646168,249064584
246646168,249074102
246646168,249090385
246646168,249189515
246646168,249352656
246646168,249517605
246646168,249613315
246646168,249625010
246646168,249724886
246646168,249930138
246646168,250011441
246646168,250030329
246646168,250093469
246646168,250117907
246646168,250119367
246646168,250119704
246646168,250627924
246646168,251730914
246646168,252471555
246646168,254728454
246646168,255795319
246646168,255864537
246646168,256003989
246646168,256116266
246646168,256412698
246646168,257144306
246646168,260468552
246646168,263442211
246646168,263552533
246646168,264939792
246646168,266170854
246646168,270071487
246646168,271013185
246646168,272671624
246646168,273907217
246646168,274029108
246646168,282624988
246646168,282740974
246646168,283546090
246646168,284361340
246646168,285654036
246646168,298384831
246646168,298655395
246646168,300799382
246646168,330251182
246646168,395791516
246646168,399814570
246646168,454340419
249530752,246644666
249530752,246994151
249530752,248827495
249530752,249364615
249530752,250587770
249530752,250892853
249530752,252515212
249530752,253490476
249530752,261952321
249530752,270187075
249416744,228369422
249416744,228832818
249416744,230285081
249416744,230791143
249416744,230887228
249416744,236187380
249416744,236733353
249416744,239519575
249416744,240384962
249416744,241476604
249416744,242015347
249416744,244738337
249416744,246592735
249416744,247021444
249416744,247094058
249416744,247379245
249416744,247695944
249416744,247969870
249416744,248011789
249416744,248503706
249416744,248584290
249416744,248641773
249416744,248641775
249416744,248680452
249416744,248690799
249416744,248697665
249416744,248735941
249416744,248751507
249416744,248785676
249416744,248815657
249416744,248934946
249416744,248936103
249416744,248974781
249416744,249064584
249416744,249074102
249416744,249189515
249416744,249227534
249416744,249229346
249416744,249297633
249416744,249307708
249416744,249493144
249416744,249517605
249416744,249613315
249416744,249625010
249416744,249724886
249416744,250063763
249416744,250093469
249416744,250117907
249416744,250119367
249416744,250347638
249416744,250425446
